Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,"Amul Kool Elaichi, 200 ml",BEVBEVKOL00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Kool Rose, 200 ml",BEVBEVKOL00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Kool Rose, 180 ml (Mrp 20)",BVRBNCKOL00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Kool Badam, 200 ml",BEVBEVKOL00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Kool Koko Pet, 200mL",BEVBEVAMU00000001,31/03/21,V2VZ01SR001-0001,In,60,0,0,0
32154,"Amul Kool Cafe Pet, 200mL",BEVBEVAMU00000002,31/03/21,V2VZ01SR001-0001,In,0,1,0,0
32154,"Amulspray Infant Powder Tin, 1 Kg",BBFINFASP00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amulspray Infant Powder Tin, 1 Kg",BFDGCYAMU00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amulspray Infant Powder Tin, 1 Kg",IFDPROAMU00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amulspray Infant Powder Tin, 1 Kg",IFDPROAMU00000003,31/03/21,V2VZ01SR001-0001,In,97,0,0,0
32154,"Amul Fresh Cream Tetra, 1Ltr",BREBREAMU00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Fresh Cream Tetra, 250 mL",BREBREAMU00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Fresh Cream Tetra, 250 mL",GRSGRSAMU00000010,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Fresh Cream Tetra, 250 mL",BFDSNGAMU00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Fresh Cream Tetra, 250 mL",BFDSNGAMU00000004,31/03/21,V2VZ01SR001-0001,In,450,0,0,0
32154,"Hair & Care Fruit Oils Green, 100 ml",PCRPCRHNC00000004,31/03/21,V2VZ01SR001-0001,In,15,1,0,0
32154,"Hair & Care Fruit Oils Green, 100 ml",PCRPCRHNC00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Hair & Care Fruit Oils Green, 200 ml",PCRPCRHNC00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Hair & Care Fruit Oils Green, 300 ml",PCRPCRHNC00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Hair & Care Fruit Oils Green, 300ml free Dettol Orignal, 75gm",HROHARHNC00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Hair & Care Fruit Oils Green, 50 ml",PCRPCRHNC00000003,31/03/21,V2VZ01SR001-0001,In,170,0,0,0
32154,"Hair & Care Fruit Oils Green, 500 ml",PCRPCRHNC00000006,31/03/21,V2VZ01SR001-0001,In,18,0,0,0
32154,"Livon Serum,20 ml",PCRPCRLIV00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Livon Serum,50 ml",PCRPCRLIV00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Mediker Anti Lice Treatement Shampoo, 50 ml",PCRPCRMED00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Mediker Anti Lice Treatement Hair Oil - 50 ml,PCRPCRMED00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Nihar Naturals Shanti Amla Badam Hair Oil, 300 ml",PCRPCRNIH00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Nihar Naturals Shanti Amla Badam Hair Oil, 300 ml",PCRPCRNIH00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Nihar Naturals Shanti Amla Badam Hair Oil, 500 ml",PCRPCRNIH00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Nihar Naturals Shanti Amla Badam Hair Oil, 80 ml",PCRPCRNIH00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
