Parent Name ,Brand,Category,HSN,GST,Cess,Surcharge,Brand Case Size,Inner Case Size
CHOTI HAID 50 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHOT SAJI 20 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHOK BATTI ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHIRYATA 50 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHIPSER DRLUXE 1N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHINAR CANDU LUNCH BOX SET 3 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHILAM GANJA 3,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHILAM GANJA 2,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHILAM GANJA 1,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHIKNI SUPARI 20 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHANDAN MALA ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHAKLA BELAN ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CHACE BOARD ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CENTURYS TEX MARKER 60 ML ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CELLO TAPE BROWN 3 INCH  35 MTR ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CELLO TAPE 3 INCH 35 MTR ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CELLO TAPE  1 INCH 35 MTR ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CELLO SOFT BALL PEN 1 N ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
CELLO PASTA SET 2 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANON LUNCH BOX 1 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANON LUNCH BOX ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANDLY FANCY NO3 ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANDLY FANCY NO2 ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANDLE FANCY NO 6 ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CANDLE FANCY NO 10 ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY SURPRISE LUNCH BOX ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY LUNCH BOX A - STAR CONTAINER 4 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY HUMSAFAR 7 WATER JUG 7 LTR ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY HOT LUNCH BOX 1 N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY HARMONY STAINLESS CASSEROLLS 3 PCS SET ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY EAT FRESH LUNCH BOX ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY CROMA HOT POT GIFT SET 3 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALVY AIR TLGHT LUNCH SET 2 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALENDER SMALL 3/,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALENDER MEDIUM 5/,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CALENDER BIG 10/,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
CAHUCHINNI 100 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BURNER HOLDER 1N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BRIDAL FLORA DINNER SET 32 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BRHMHA DANDI 30 GM ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BRHASPATI VAR VRAT KATHA BOOK ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BOX ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BOWL & SPOON SET 6 + 6 PCS SET ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BOTTLE ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BOROSIL LUNCH BOX SQUARE GRAY 3 PCS SET ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BOROSIL LUNCH BOX 400 ML 2 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BORO SIL GLASS & BOWL SET 1 PCS ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BONNE NIPPLE 1 N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BODGUARD WIPS 144 WIPES ,Local brand,health_and_personal_care,33049930,18%,0%,0,1,1
BOBIN 1 N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BLURE PETROLIUM JELLY 25 GM ,Local brand,health_and_personal_care,33049930,18%,0%,0,1,1
BIRTHDAY CANDLE ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BIKE ROPE ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BIKE LOCK 1N ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
BIG PICNIC PARTY SPOON 100 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BIG BOOS FOOD GRADE LUNCH BOX ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
Bhola Plastic Lock Box,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BHILEY 50 GM ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BHEDA 1 PCS ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BHARAT GOLD LP GAS STOVE DUBLE ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BHANG BEEJ 50 GM ,Local brand,staple_and_grocery,3004,18%,0%,0,1,1
BHAGTI MAI SHAKTI SHERA WALI MATA MURTI LED SMALL ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BHAGTI MAI SHAKTI LAXMI & GANESH MURTI LEDSMALL ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BEHDA CHILKA 100 GM ,Local brand,staple_and_grocery,3004,18%,0%,0,1,1
BEEJNA ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BEE ONE DISPOSAL WAXING STRIPS 90 SHEETS ,Local brand,health_and_personal_care,33079010,18%,0%,0,1,1
BECH 20 GM ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BEBLET  1N ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BATHROOM CORNER ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BASULI ROD ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BASKET SHIKAGO 1N ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BASKET 1N SMALL,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BASKET 1N ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BARISTA CUP SET 6 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BAMBO BROOM NO 1 ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BAMBO BROOM  NO 3,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BAMBO BROOM  NO 2 ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BALAJI JUICE PANCH GLASS SET 6 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BALA JI PLAIN BIG GLASSWARE 6 PCS SET ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BALA JI JUICE PANCH GLASS SET 6 PCS  ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BAHI KHATA BOOK MEDIUM ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BAHI KHATA BOOK  SMALL,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BAHI KHATA BOOK  BIG ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
BAGULA 14*13 CM ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
BADI ELAICHI 10 GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
BABOOL FALI 50 GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
BABAD KADUA 100 GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
AYERA CHINA ART WARE MAGS SET 6 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AVSHOK GOLDEN TOBACCO 12 GM ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AVL MORING TEA SET 9 PCS SET ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AVL EXCLUXIVE MUG 6 PCS SET ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AVL ENGLISH CHINA MILK MUG 2 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
ATTENDANCE REGISTER ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
ATTA CHALNI ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
ASIEN PANTS BUCKET 10 LTR ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
ASIAN PREMIUM INSULATED CASSEROL GIFT SET 3 PCS ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
ASHVGANDHA 50 GM ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
ASHOKA KALI MIRCH 7 GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK RASOI GARAM MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK MEAT MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK MATAR PANEER MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK JALJEERA PANI PURI MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK CHOLE MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ASHOK CHAT MASALA 15GM,Local brand,staple_and_grocery,910,5%,0%,0,1,1
ARUN NOTE BOOK 200 PAGE ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
AR LEMON SET 7 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
APPLE PUDDING SET 7 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
APEX SUMER TIME GLASS SET 6 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
APEX OLD GLASS SET 6 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AMBIYA HALDI  GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
AKASH UNDERWARE 30-75 CM ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AKARKARA 20 GM ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
AGARBATTI STAND STEEL NO 3 ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
ADBAAN SUTI BROWN 10 MTR ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
A4 PAPER ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
A4 ENRUB YELLOW ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
A4 COLOUR PAPER 901,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
A4 COLOUR PAPER ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
A2 PAPER ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
555 LEMON SET 7 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
16 DREAM INSULATED TIFFIN 3 PCS ,Local brand,home_and_kitchen,96170011,5%,0%,0,1,1
Clean & Clear Clearing Face Wash 40G,Clean & Clear,health_and_personal_care,33049990,18%,0%,0,1,1
Eagle Dhania Powder 200 gm,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Silver Fry Pan 299 Per Kg ,Local brand,home_and_kitchen,33074100,5%,0%,0,1,1
loose sona masoori rice,Local brand,staple_and_grocery,1006,5%,0%,0,1,1
freshezy vegetables & fruit wash 200ml,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
bonn burger bread 200g,Local brand,breakfast_dairy,1905,12%,0%,0,1,1
mother dairy ultra milk 500ml,Mother Dairy,breakfast_dairy,401,0%,0%,0,1,1
english oven fruit bun 150g,Local brand,breakfast_dairy,1905,12%,0%,0,1,1
MOTHERS INSTANT MIX POHA 160G,Mother's recipe,staple_and_grocery,21039040,12%,0%,0,1,1
bagrrys white oats 500g,Local brand,breakfast_dairy,1004,5%,0%,0,1,1
Patanjali sunflower oil 1L,Patanjali,staple_and_grocery,1517,5%,0%,0,1,1
Hindalco freshwrapp aluminium foil paper 18 m,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Hindalco freshwrapp aluminium foil paper 30 m+20% extra,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Best foil food wrapping aluminium foil 1 kg,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Best foil food wrapping aluminium foil 72 mtr,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Fair & Lovely Glowing Skin Soap 4*45Gm,HUL,health_and_personal_care,33049910,18%,0%,0,1,1
Paper Boat Apple Juice 150 ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,36,12
Fair & Lovely Facewash Instant Glow 20 gm,HUL,health_and_personal_care,33049990,18%,0%,0,1,1
Patanjali Sunflower Oil 1 ltr,Patanjali,staple_and_grocery,1517,5%,0%,0,1,1
Parag Floor Cleaner 1 Ltr,Local brand,home_and_kitchen,38089400,18%,0%,0,1,1
Panch Phoran Masale 60 Gm,Local brand,staple_and_grocery,9103030,5%,0%,0,1,1
Dove Tissu Paper,HUL,home_and_kitchen,7607,18%,0%,0,1,1
Coriander Sabut 100 Gm,Local brand,staple_and_grocery,9092200,5%,0%,0,1,1
Y.K Jeera Sabut 100 Gm,Local brand,staple_and_grocery,9103030,5%,0%,0,1,1
Flexseed 100 Gm,Local brand,staple_and_grocery,909,5%,0%,0,1,1
Badi Elachi 100 Gm,Local brand,staple_and_grocery,9103030,5%,0%,0,1,1
Chilli Flakes 20 Gm,Local brand,staple_and_grocery,9103030,5%,0%,0,1,1
Makhana 100 Gm,Local brand,staple_and_grocery,7139010,5%,0%,0,1,1
Cinimom 100 Gm,Local brand,staple_and_grocery,9103030,5%,0%,0,1,1
Peanut 100 Gm,Local brand,staple_and_grocery,120220,5%,0%,0,1,1
Golden Coin Ajino 100 Gm,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Morton Soya Sauce 220 Gm,MORTON,processed_food,2103,12%,0%,0,36,1
Vivel Soap 63*4,ITC,health_and_personal_care,34011190,18%,0%,0,1,1
Vivel Cool Mint 48 G,ITC,health_and_personal_care,34011190,18%,0%,0,1,1
Sunsilk Green Tea Shampoo 195 Ml,HUL,health_and_personal_care,3305,18%,0%,0,1,1
Sunsilk Coconut Water Aloevera 80 Ml,HUL,health_and_personal_care,3305,18%,0%,0,1,1
Sunsilk Coconut Water Aloevera 180 Ml,HUL,health_and_personal_care,3305,18%,0%,0,1,1
Sunsilk Coconut Water 370 Ml ,HUL,health_and_personal_care,3305,18%,0%,0,1,1
Subhash Rai Sabut 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Mirchi Kutti 200G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Mirch Powder 100 G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Mirch Kutti 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Haldi Powder 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Dhania Powder 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Anardana Powder 50 G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Amchoor Powder 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Subhash Ajwain 100G,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Streax Hair Serum 45 Ml,Streax,health_and_personal_care,33059040,18%,0%,0,1,1
Sensoddyne Fresh Mint 40 G ,Sensodyne,health_and_personal_care,33061020,18%,0%,0,1,1
Ponds Men Energy Charge Face Wash  100 G,HUL,health_and_personal_care,33049990,18%,0%,0,1,1
Parachute Advanced Men Hair Cream 50 G,Marico,health_and_personal_care,3304,18%,0%,0,1,1
Parachute Advanced Men Hair Cream 50 G,Marico,health_and_personal_care,3304,18%,0%,0,1,1
No P Crawling Insect Killer 320 Ml,Local brand,home_and_kitchen,38089199,18%,0%,0,1,1
Mangeldeep Treya 3In 1 84 Agarbatti,ITC,home_and_kitchen,33074100,5%,0%,0,1,1
Mangeldeep Marry Gold Dhup 36,ITC,home_and_kitchen,33074100,5%,0%,0,1,1
Mangeldeep Gift Of Devetion 168G,ITC,home_and_kitchen,33074100,5%,0%,0,1,1
Mangeldeep Dsandal Agarbatti 40Stick,ITC,home_and_kitchen,33074100,5%,0%,0,1,1
Lux Soap 100 G ,HUL,health_and_personal_care,34011190,18%,0%,0,1,1
Lux Fresh Splas Buy 2 1 Free ,HUL,health_and_personal_care,34011190,18%,0%,0,1,1
Lakme Blush & Glow Face Wash 100G,HUL,health_and_personal_care,33049990,18%,0%,0,1,1
Lacto Calamine Oil Balance 60 Ml,Local brand,health_and_personal_care,33059011,12%,0%,0,1,1
Lacto Calamine Oil Balance 30 Ml,Local brand,health_and_personal_care,33059011,12%,0%,0,1,1
Lacto Calamine Oil Balance 120 Ml,Local brand,health_and_personal_care,33059011,12%,0%,0,1,1
Lacto Calamine Oil Balance 120 Ml,Local brand,health_and_personal_care,33059011,12%,0%,0,1,1
Hit  1N,Godrej,home_and_kitchen,38089199,18%,0%,0,1,1
Himaliya Baby Pants Xl ,Himalaya,health_and_personal_care,96190030,12%,0%,0,1,1
Himalaya Winter Cream 100 Ml,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Under Eye Cream 15 Ml,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Skin Cream 200 Ml,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Skin Cream 100 Ml,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Protein Hair Cream 100 Ml,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Men Power Glow Face Wash 100 Ml,Himalaya,health_and_personal_care,34013090,18%,0%,0,1,1
Himalaya Coco Butter Body Lotion 400 Ml,Himalaya,health_and_personal_care,33049930,18%,0%,0,1,1
Himalaya Clear Skin Shop 75 G,Himalaya,health_and_personal_care,34011190,18%,0%,0,1,1
Himalaya Anti-Hair Fall Hair Oil 200 Ml ,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Anti-Hair Fall Hair Oil 100 Ml ,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Active Fresh Gel 80 G ,Himalaya,health_and_personal_care,33049930,18%,0%,0,1,1
Helios Sports Shoe Cleaner ,Local brand,home_and_kitchen,3405,18%,0%,0,1,1
Harpic Germ & Stain Blaster 750 Ml,Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,1,1
Hair & Care Walnut & Almond Oil 200 Ml,Marico,health_and_personal_care,33059011,18%,0%,0,1,1
Green Eal Foot Care Cream 25 G,Local brand,health_and_personal_care,33049910,18%,0%,0,1,1
Fiama Handwash Relax 400 Ml,Fiama Di,health_and_personal_care,34013019,18%,0%,0,1,1
Everyuth Oil Clear Lemon  Face Wash 50 G,Everyuth,health_and_personal_care,33049990,18%,0%,0,1,1
Engage Sprit 150 Ml,ITC,health_and_personal_care,33027200,18%,0%,0,1,1
Dry Plus Saunf Dana 100 G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Dry Plus Garam Masala Saboot 100 G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Dettol Medicated Plaster  100 Strip,Reckitt Benckiser,health_and_personal_care,30049011,12%,0%,0,1,1
Dettol Buy 4 Get 1 Free 375 G,Reckitt Benckiser,health_and_personal_care,34013090,18%,0%,0,1,1
Dettol Buy 3 Get 1 Free,Reckitt Benckiser,health_and_personal_care,34013090,18%,0%,0,1,1
Dettol & Moms ,Reckitt Benckiser,health_and_personal_care,34013090,18%,0%,0,1,1
Dettol  & Moms Buy 3 Get 1 Free,Reckitt Benckiser,health_and_personal_care,34013090,18%,0%,0,1,1
Dayplus Near To Nature Mishri Dana 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus White Till 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Tejpatta 50G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Sanda Salt 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Sabootdana 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Rai Dana 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Panchphoran Masala 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Jeera 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Jeera 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Green Elaichi 25G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Flax Seeds 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Dry Ginger 50G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Dhania Saboot 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Cloves 50 G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Black Salt 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Black Paper 50G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Barik Saunf 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus Ajwain 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus  Peanut Dana 200G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus  Motti Elaichi 50G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Day Plus  Mirchi Saboot 100G,Local brand,staple_and_grocery,9109100,5%,0%,0,1,1
Coco Soul Virgin Coconut Oil 250Ml,Local brand,health_and_personal_care,33059011,18%,0%,0,1,1
Clean And Dry Intimate Cleansing Foam Wash 85 G,Clean & Clear,health_and_personal_care,34013090,18%,0%,0,1,1
Himalaya Baby Large Pants 28 Pcs,Himalaya,health_and_personal_care,96190030,12%,0%,0,1,1
Clean & Clear Morning Energy Lemon Fresh 100Ml,Johnsons & Johnsosn,health_and_personal_care,34013090,18%,0%,0,1,1
Fiama Gel Bar Blackcurrant & Bearberry 75+25Gm Free40,Fiama Di,health_and_personal_care,3401,18%,0%,0,1,1
Engage Perfume Spray Women PLUSW3 120Ml,ITC,health_and_personal_care,33027200,18%,0%,0,1,1
"Himalaya Purifying Neem Scrub, 50 gm",Himalaya,health_and_personal_care,33049990,18%,0%,0,48,2
"Himalaya Oil Clear Lemon Face Wash,50 ml",Himalaya,health_and_personal_care,33049990,18%,0%,0,50,2
"Himalaya Purifying Neem Face wash, 50 ml",Himalaya,health_and_personal_care,33049990,18%,0%,0,72,1
"Himalaya Anti Dandruff Shampoo, 200 ml",Himalaya,health_and_personal_care,33051090,18%,0%,0,24,2
Lux Rose Bloom 57Gm,HUL,health_and_personal_care,34011190,18%,0%,0,1,1
Fiama Gel Bar 100 G,Fiama Di,health_and_personal_care,3401,18%,0%,0,1,1
Denver Hamilton 100 Ml,Denver,health_and_personal_care,3307,18%,0%,0,1,1
"Himalaya Refreshing Baby wash, 100 ml",Himalaya,health_and_personal_care,34013090,18%,0%,0,48,2
Himalaya Men Anti Hair Fall Cream 100 Gm,Himalaya,health_and_personal_care,3304,18%,0%,0,1,1
Himalaya Total Care Baby Pants Large 2S,Himalaya,health_and_personal_care,96190030,12%,0%,0,1,1
Comfort FAB Conditioner Blue 860 ml,HUL,home_and_kitchen,3402,18%,0%,0,16,1
Listerine Cavity Fighter 250 Ml,Johnsons & Johnsosn,health_and_personal_care,33061020,18%,0%,0,1,1
Itc Mangaldeep Deetyaa Incense Sticks 14N,ITC,home_and_kitchen,33074100,5%,0%,0,1,1
Javitri 10 Gm,Local brand,staple_and_grocery,910,12%,0%,0,1,1
LIZOL DISINFECTANT SURFACE CLEANER NEEM 500 ML,Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,1,1
"Vanish Oxi Action Stain Remover Liquid, 800 ml",Reckitt Benckiser,home_and_kitchen,34022010,18%,0%,0,12,3
CORNITOS VEGGIE NACHO & DIP ,Cornito,processed_food,21069099,12%,0%,0,12,1
CORNITOS TACO SHELLS 160G,Cornito,processed_food,21069099,12%,0%,0,10,1
CORNITOS TACO SHELLS 80G,Cornito,processed_food,21069099,12%,0%,0,10,1
CORNITOS SUNFLOWER SEED 200G,Cornito,processed_food,20081990,12%,0%,0,12,1
CORNITOS SALSADIP PACK 4 In 1,Cornito,processed_food,21039090,12%,0%,0,12,1
CORNITOS RSTD CASHEW SALTED 200G,Cornito,processed_food,20081910,12%,0%,0,12,1
CORNITOS RSTD CASHEW CRACK PEPPER 200G,Cornito,processed_food,20081910,12%,0%,0,12,1
CORNITOS RSTD ALMOND SALTED 200G,Cornito,processed_food,20081920,12%,0%,0,12,1
CORNITOS RSTD ALMOND BBQ 200G,Cornito,processed_food,20081920,12%,0%,0,12,1
CORNITOS ROASTED PUMPKIN SEED 200G,Cornito,processed_food,20081990,12%,0%,0,12,1
CORNITOS PEAS-HOT N SPICY 150G,Cornito,processed_food,21069099,12%,0%,0,12,1
CORNITOS PARTY MIX-28G,Cornito,processed_food,20081990,12%,0%,0,60,1
CORNITOS PARTY MIX-200G,Cornito,processed_food,20081990,12%,0%,0,12,1
CORNITOS FLOUR TORTILLA WRAP 270G,Cornito,processed_food,19054000,12%,0%,0,20,1
CORNITOS COMBO 60G (3+1),Cornito,processed_food,21069099,12%,0%,0,12,1
CORNITOS COMBO 30G (3+1),Cornito,processed_food,21069099,12%,0%,0,16,1
CORNITOS COATED PEAS - WASABI 150G,Cornito,processed_food,21069099,12%,0%,0,12,1
CORNITOS 70GM SPINACH,Cornito,processed_food,21069099,12%,0%,0,15,1
CORNITOS 70GM BEETROOT,Cornito,processed_food,21069099,12%,0%,0,15,1
CORNITOS 70G QUINOA,Cornito,processed_food,21069099,12%,0%,0,15,1
CORNITOS 70G PERI PERI TRAY,Cornito,processed_food,21069099,12%,0%,0,18,1
CORNITOS 70G JALAPENO TRAY,Cornito,processed_food,21069099,12%,0%,0,18,1
CORNITOS 70G MELENGE,Cornito,processed_food,21069099,12%,0%,0,15,1
CORNITOS 60G TIKKA MASALA,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G TAMOTO MAXICAN,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G SWEET CHILLI,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G SOUR CREAM & ONION,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G PERI PERI,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G JALAPENO,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G CHEESE,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 60G BARBEQUE,Cornito,processed_food,21069099,12%,0%,0,40,1
CORNITOS 30G PERI PERI,Cornito,processed_food,21069099,12%,0%,0,60,1
CORNITOS 30G JALAPENO,Cornito,processed_food,21069099,12%,0%,0,60,1
CORNITOS 30G CHEESE AND HERBS,Cornito,processed_food,21069099,12%,0%,0,60,1
CORNITOS 150G TOMATO MAXICAN,Cornito,processed_food,21069099,12%,0%,0,24,1
