Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
34426,"Dove Hair Fall Rescue Shampoo, 80 ml",PCRPCRDOV00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Axe Signatre Dark Temptation Body Perfume, 122 ml",FSPBDCAXE00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Lifebouy Handwash Total 10, 750 ML",HFWBDCLIF00000018,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Parachute Advansed Jasmine Coconut Hair Oil, 200 ml",HROHARPAR00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Anti,HPCHPCHIM00000233,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Men Active Spot Face Wash 100 Ml,HFWBDCHIM00000029,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillette Shav Foam Regular 418G,MHGHPCGIL00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Whisper Ultra Over Night XL+ 30S,SCAWHGWSP00000012,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Whisper Sanitary Pad Choice Ultra,6 Pcs",SCAWHGWSP00000017,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dabur Amla Hair Oil, 90ml",PCRPCRDAM00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Johnsons Baby Oil With Vitamin E 100 Ml,BBOBGMJNJ00000012,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"JohnsonS Baby Lotion, 100 ml",BBLBGMJNJ00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Tresemme Keratin Smooth Shampoo 185 ml,SHMHARTRE00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Vaseline Body Lotion Total Moisture 200 ml,HPCHPCVAS00000022,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Purifying Neem FW, 100 ml",HPCHPCHIM00000052,01/01/2024,V2VZ01SR001-0001,500,0,0,0
